MainText,Tokenized_Text
"(M5G#154943) Y0U FED3R4L RETURN W4S_B4N by the 1R'S. D0N'T W0RRY,we'II he!p you to F!x it,C!ick here> //sl.ut.ac.id/1spp","[2614, 11493, 4883, 696, 2615, 70, 4, 296, 1107, 11494, 4270, 3, 2, 2616, 11495, 79, 2617]"
"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link.\n\nhttps://irs.gov.safe-paying.com\n\nThe mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.","[144, 3, 29, 127, 6, 152, 148, 13, 33, 131, 240, 14, 67, 2, 123, 184, 53, 22, 114, 7, 53, 9, 4, 11496, 465, 13, 4, 144, 10, 2, 130, 394, 466, 345, 8, 139, 313, 152, 481, 8, 2, 244, 145, 27, 4, 464, 405, 113]"
"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link within 12 hours. https://cutt.ly/gwWmzsU1  (Please reply to Y, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) The US Postal team wishes you a wonderful day Sent from my iPhone","[4, 154, 128, 43, 215, 21, 4, 226, 8, 131, 25, 175, 67, 2, 123, 69, 53, 22, 114, 7, 69, 9, 4, 39, 201, 200, 11497, 22, 49, 2, 171, 55, 252, 4, 116, 105, 4, 116, 426, 39, 140, 23, 182, 4, 39, 2, 241, 179, 8, 105, 14, 4, 125, 480, 213, 360, 3, 6, 297, 58, 216, 41, 16, 1295]"
"Chatting with +44 7354 100553. Learn more [ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. 21 min |||","[2529, 27, 802, 109, 144, 3, 29, 127, 6, 152, 148, 13, 33, 131, 240, 14, 67, 2, 123, 184, 53, 22, 114, 7, 53, 9, 4, 39, 1024, 4, 465, 13, 4, 144, 10, 2, 130, 394, 466, 345, 8, 139, 313, 152, 481, 8, 2, 244, 145, 27, 4, 464, 405, 113, 356]"
"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. 37 min","[144, 3, 29, 127, 6, 152, 148, 13, 33, 131, 240, 14, 67, 2, 123, 184, 53, 22, 114, 7, 53, 9, 4, 39, 1024, 4, 465, 13, 4, 144, 10, 2, 130, 394, 466, 345, 8, 139, 313, 152, 481, 8, 2, 244, 145, 27, 4, 464, 405, 113, 356]"
"RCS chat with +44 7751 934085. Learn more [I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. |||","[2216, 260, 27, 802, 109, 144, 3, 29, 127, 6, 152, 148, 13, 33, 131, 240, 14, 67, 2, 123, 184, 53, 22, 114, 7, 53, 9, 4, 39, 1024, 4, 465, 13, 4, 144, 10, 2, 130, 394, 466, 345, 8, 139, 313, 152, 481, 8, 2, 244, 145, 27, 4, 464, 405, 113]"
"For your $965.30 refund, we need your confirmation. Authenticate it through our online verification system aprpok.com/2pRGFz","[12, 7, 148, 28, 88, 7, 4801, 3299, 14, 948, 64, 269, 737, 624, 11498]"
"The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://usps-intend.shop (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!","[4, 154, 128, 215, 21, 4, 226, 33, 183, 30, 25, 175, 67, 2, 123, 69, 53, 22, 114, 7, 69, 9, 4, 39, 11499, 22, 49, 171, 55, 252, 4, 80, 106, 8, 105, 14, 140, 2, 441, 4, 39, 23, 182, 4, 39, 8, 105, 14, 9, 7, 241, 179, 4, 154, 213, 360, 3, 6, 297, 58]"
"Hello, You have time sensitive correspondence waiting in your UI Online Inbox that may require a response.Failure to respond to time sensitive requests for information may result in a loss or denial of your unemployment benefits.To view the correspondence, log into your Ul Online account at https://t.ly/Ot6za To access correspondence, select 'Claimant Inbox' from the Claimant Home screen. Then, select 'Search' to find and vie. the correspondence. ","[246, 3, 19, 73, 1918, 1540, 256, 9, 7, 2197, 269, 1930, 26, 224, 2544, 6, 11500, 2, 861, 2, 73, 1918, 1885, 12, 53, 224, 1481, 9, 6, 1415, 23, 4884, 13, 7, 1927, 11501, 892, 4, 1540, 618, 336, 7, 4885, 269, 47, 21, 11502, 2, 362, 1540, 1413, 2618, 1930, 41, 4, 2618, 83, 2188, 55, 1413, 703, 2, 204, 8, 4886, 4, 1540]"
"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.direct-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. Preview not available 2:11 PM","[144, 3, 29, 127, 6, 152, 148, 13, 33, 131, 240, 14, 67, 2, 123, 184, 53, 22, 114, 7, 53, 9, 4, 39, 1311, 4, 465, 13, 4, 144, 10, 2, 130, 394, 466, 345, 8, 139, 313, 152, 481, 8, 2, 244, 145, 27, 4, 464, 405, 113, 4686, 30, 563, 264]"
Your $1000 October Stimulus Check has been approved. Confirm your details: leftfxn.com/aEdebm5r ,"[7, 2147, 3321, 263, 43, 50, 1303, 114, 7, 242, 11503]"
IRS: After the last annual calculation of your fiscal acitivity we have determined that you are eligble for tax refund under section 501(c) (17) of the Internal Revenue Code. Please submit the Tax Refund Request Form at: https://irs-gov.id23764.tax/tax-refund#irs68796 and allow us 3-9 days to process it. Internal Revenue Service United States Department of the Treasury. TAXID12-073200870 ,"[144, 163, 4, 156, 4890, 3231, 13, 7, 2619, 4822, 28, 19, 4471, 26, 3, 20, 11504, 12, 152, 148, 937, 4585, 209, 13, 4, 1418, 3317, 221, 22, 2596, 4, 152, 148, 514, 1920, 21, 11505, 8, 2646, 125, 292, 2, 240, 14, 1418, 3317, 113, 1837, 2205, 1644, 13, 4, 3322, 11506]"
"The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://track-tols-usopst.top (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day! O","[4, 154, 128, 215, 21, 4, 226, 33, 183, 30, 25, 175, 67, 2, 123, 69, 53, 22, 114, 7, 69, 9, 4, 39, 11507, 22, 49, 171, 55, 252, 4, 80, 106, 8, 105, 14, 140, 2, 441, 4, 39, 23, 182, 4, 39, 8, 105, 14, 9, 7, 241, 179, 4, 154, 213, 360, 3, 6, 297, 58, 220]"
"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. 10:22 p. m.","[144, 3, 29, 127, 6, 152, 148, 13, 33, 131, 240, 14, 67, 2, 123, 184, 53, 22, 114, 7, 53, 9, 4, 39, 1024, 4, 465, 13, 4, 144, 10, 2, 130, 394, 466, 345, 8, 139, 313, 152, 481, 8, 2, 244, 145, 27, 4, 464, 405, 113, 219, 420]"
"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.safe-paying.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service. 9:52 AM","[144, 3, 29, 127, 6, 152, 148, 13, 33, 131, 240, 14, 67, 2, 123, 184, 53, 22, 114, 7, 53, 9, 4, 39, 1024, 4, 465, 13, 4, 144, 10, 2, 130, 394, 466, 345, 8, 139, 313, 152, 481, 8, 2, 244, 145, 27, 4, 464, 405, 113, 62]"
"Hello, USPS reminds you that your package has arrived at the warehouse, but cannot be delivered due to incomplete address information. Please confirm your address in the link. https://track-uspos-tols.com (Please reply Y, then exit the SMS, apsin RCS message","[246, 154, 3266, 3, 26, 7, 128, 43, 215, 21, 4, 226, 33, 131, 25, 175, 67, 2, 123, 69, 53, 22, 114, 7, 69, 9, 4, 39, 11508, 22, 49, 171, 55, 252, 4, 116, 11509, 2216, 106]"
AnPost: Your parcel has just arrived at our depot with customs charge. https://delivery-customscharges.com/ Number of items: 1 Tracking number: LL509638221E,"[11510, 7, 1079, 43, 40, 215, 21, 64, 894, 27, 2576, 556, 11511, 110, 13, 2187, 1923, 110, 11512]"
"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link within 12 hours. usps.upspb.com (Please reply to 1, then exit the SMS, open the SMS activation link again, or copy the link to browser and open it) The US Postal team wishes you a wonderful day","[4, 154, 128, 43, 215, 21, 4, 226, 8, 131, 25, 175, 67, 2, 123, 69, 53, 22, 114, 7, 69, 9, 4, 39, 201, 200, 11513, 22, 49, 2, 55, 252, 4, 116, 105, 4, 116, 426, 39, 140, 23, 182, 4, 39, 2, 179, 8, 105, 14, 4, 125, 480, 213, 360, 3, 6, 297, 58]"
Your $1000 Stimulus Check for November has been approved. Confirm details dtsaiel.com/OMDOK9EA,"[7, 3321, 263, 12, 593, 43, 50, 1303, 114, 242, 11514]"
PHONE COMPROMISED: Your device scan revealed (3) extremely malicious files. Delete them IMMEDIATELY to secure your data hwqpzhm.com/QVdV9ppD,"[111, 2567, 7, 1307, 4839, 1758, 4891, 3323, 1200, 2178, 145, 228, 2, 632, 7, 1231, 11515]"
"AIB: Due to unusual activity, your card has been placed on hold. aib-onlinesecurity-access.com and follow the on-screen instructions to re-activate.","[11516, 67, 2, 369, 414, 7, 191, 43, 50, 765, 17, 245, 11517, 8, 384, 4, 11518, 758, 2, 711]"
Your $1000 Stimulus Check for November has been approved. Confirm details ebgicer.com/mDWj392A MMS 1:12 PM,"[7, 3321, 263, 12, 593, 43, 50, 1303, 114, 242, 11519, 1916, 264]"
Dear Mr/Ms Your goods have arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm or update your address in the link. https://uspuss.xyz Alternatively (copy the link to the browser and open RCS messa...,"[93, 11520, 7, 1529, 19, 215, 21, 4, 226, 8, 131, 25, 175, 67, 2, 123, 69, 53, 22, 114, 23, 146, 7, 69, 9, 4, 39, 11521, 11522, 182, 4, 39, 2, 4, 179, 8, 105, 2216, 4853]"
RE: Refund case #5134. Your service provider has overcharged you by $231.64. They have agreed to refund you in full: saismbb.com/03bMrEEM,"[483, 148, 859, 7, 113, 4394, 43, 4675, 3, 70, 134, 19, 2807, 2, 148, 3, 9, 487, 11523]"
IRS-STATEMENT-CLAIM.pdf PDF Document - 84 KB ,"[11524, 1149, 1080, 820]"
IRS_TAX_REFUND_B2D 5T88RF9.pdf PDF Document - 83 KB,"[11525, 11526, 1149, 1080, 820]"
IRS_TAX_RE- FUND_B2D5T88RF9.pdf PDF Document   83 KB,"[11527, 11528, 1149, 1080, 820]"
"Your package delivery is on hold. To reschedule, you must pay these customs charges: https://deutschepost-pack.net","[7, 128, 218, 10, 17, 245, 2, 1197, 3, 476, 323, 410, 2576, 1402, 11529]"
"D.post: F r Ihren Artikel, der geliefert wird, fallen Zollgeb hren an. Um die Lieferung fortzusetzen, muss die Zahlung erfolgen an: frische-lieferung-de.com","[11530, 709, 108, 11531, 11532, 4414, 11533, 11534, 4645, 11535, 11536, 98, 3609, 979, 11537, 11538, 11539, 979, 11540, 11541, 98, 11542]"
"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.direct-capitals.com (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.","[144, 3, 29, 127, 6, 152, 148, 13, 33, 131, 240, 14, 67, 2, 123, 184, 53, 22, 114, 7, 53, 9, 4, 39, 1150, 22, 49, 171, 55, 252, 4, 116, 105, 4, 116, 426, 39, 140, 23, 182, 4, 39, 8, 105, 14, 9, 241, 179, 4, 465, 13, 4, 144, 10, 2, 130, 394, 466, 345, 8, 139, 313, 152, 481, 8, 2, 244, 145, 27, 4, 464, 405, 113]"
IRS TAX REFUND MOP1QHS.pdf PDF Document • 83 KB,"[144, 152, 148, 11543, 1149, 1080, 820]"
"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://uspbb.top (Please reply to 1, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) The US Postal team wishes you a wonderful day!","[4, 154, 128, 43, 215, 21, 4, 226, 8, 131, 25, 175, 67, 2, 123, 69, 53, 22, 114, 7, 69, 9, 4, 39, 11544, 22, 49, 2, 55, 252, 4, 116, 105, 4, 116, 426, 39, 140, 23, 182, 4, 39, 2, 241, 179, 8, 105, 14, 4, 125, 480, 213, 360, 3, 6, 297, 58]"
"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.direct-capitals.com (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.","[144, 3, 29, 127, 6, 152, 148, 13, 33, 131, 240, 14, 67, 2, 123, 184, 53, 22, 114, 7, 53, 9, 4, 39, 1150, 22, 49, 171, 55, 252, 4, 116, 105, 4, 116, 426, 39, 140, 23, 182, 4, 39, 8, 105, 14, 9, 241, 179, 4, 465, 13, 4, 144, 10, 2, 130, 394, 466, 345, 8, 139, 313, 152, 481, 8, 2, 244, 145, 27, 4, 464, 405, 113]"
Refund Validation Request: Your cooperation is requested to validate your $863.35 refund via our online verification process. sqanzq.-com/cb8183,"[148, 3289, 514, 7, 865, 10, 3274, 2, 2604, 7, 148, 813, 64, 269, 737, 240, 11545]"
"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. irs.gov.direct-capitals.com (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.","[144, 3, 29, 127, 6, 152, 148, 13, 33, 131, 240, 14, 67, 2, 123, 184, 53, 22, 114, 7, 53, 9, 4, 39, 11546, 22, 49, 171, 55, 252, 4, 116, 105, 4, 116, 426, 39, 140, 23, 182, 4, 39, 8, 105, 14, 9, 241, 179, 4, 465, 13, 4, 144, 10, 2, 130, 394, 466, 345, 8, 139, 313, 152, 481, 8, 2, 244, 145, 27, 4, 464, 405, 113]"
"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.direct-capitals.com (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.","[144, 3, 29, 127, 6, 152, 148, 13, 33, 131, 240, 14, 67, 2, 123, 184, 53, 22, 114, 7, 53, 9, 4, 39, 1150, 22, 49, 171, 55, 252, 4, 116, 105, 4, 116, 426, 39, 140, 23, 182, 4, 39, 8, 105, 14, 9, 241, 179, 465, 13, 4, 144, 10, 2, 130, 394, 466, 345, 8, 139, 313, 152, 481, 8, 2, 244, 145, 27, 4, 464, 405, 113]"
IRS_TAX_RE-FUND_OY2PTO2.pdf PDF Document   83 KB,"[11547, 1149, 1080, 820]"
"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.","[144, 3, 29, 127, 6, 152, 148, 13, 33, 131, 240, 14, 67, 2, 123, 184, 53, 22, 114, 7, 53, 9, 4, 39, 1151, 4, 465, 13, 4, 144, 10, 2, 130, 394, 466, 345, 8, 139, 313, 152, 481, 8, 2, 244, 145, 27, 4, 464, 405, 113]"
RE/REFUND #5134 - Your Refund Payment link is ready. Get your $231.64 refund here zjlesnt.com/ajWje8BZ,"[11548, 7, 148, 211, 39, 10, 355, 35, 7, 148, 79, 11549]"
"[IRS] We have received your tax refund application for the fiscal year 2023. You are entitled to a refund of $573.00. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation!","[144, 28, 19, 407, 7, 152, 148, 1292, 12, 4, 2619, 278, 3, 20, 795, 2, 6, 148, 13, 9, 227, 2, 595, 4, 541, 13, 7, 148, 8, 251, 511, 558, 23, 576, 22, 244, 664, 184, 53, 228, 2, 557, 639, 211, 640, 593, 1150, 22, 49, 171, 55, 252, 4, 106, 1425, 4, 106, 2, 441, 4, 39, 23, 182, 4, 39, 8, 105, 14, 9, 4, 241, 179, 199, 3, 12, 7, 865]"
"[IRS] We have received your tax refund application for the fiscal year 2023. You are entitled to a refund of $573.00. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS]","[144, 28, 19, 407, 7, 152, 148, 1292, 12, 4, 2619, 278, 3, 20, 795, 2, 6, 148, 13, 9, 227, 2, 595, 4, 541, 13, 7, 148, 8, 251, 511, 558, 23, 576, 22, 244, 664, 184, 53, 228, 2, 557, 639, 211, 640, 593, 1150, 22, 49, 171, 55, 252, 4, 106, 1425, 4, 106, 2, 441, 4, 39, 23, 182, 4, 39, 8, 105, 14, 9, 4, 241, 179, 199, 3, 12, 7, 865, 663, 144]"
"Mobile Security Breach Warning: Warning! (4) apps have breached your mobile security. Take swift action to remove them. For assistance, click uwntow.com/65VPat","[86, 617, 2586, 1909, 1909, 1894, 19, 4892, 7, 86, 617, 103, 11550, 513, 2, 823, 145, 12, 2134, 124, 11551]"
"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS]","[144, 3, 29, 127, 6, 152, 148, 13, 33, 131, 240, 14, 67, 2, 123, 184, 53, 22, 114, 7, 53, 9, 4, 39, 1151, 9, 227, 2, 595, 4, 541, 13, 7, 148, 8, 251, 511, 558, 23, 576, 22, 244, 664, 184, 53, 228, 2, 557, 639, 211, 640, 593, 199, 3, 12, 7, 865, 663, 144]"
IRS_Statement_ID40AJGAT9.pdf PDF Document   97 KB,"[11552, 1149, 1080, 820]"
FRM:00031 MSG:(USAA Alert) Confirm and verify your transactions: propertyacademy.net/na.html#23 If all looks good you don't have to do anything USAA.,"[857, 11553, 376, 114, 8, 327, 7, 2211, 11554, 34, 57, 1179, 71, 3, 52, 19, 2, 38, 229, 3292]"
"[IRS]We have received your tax refund application for the fiscal year 2023. You are entitled to a refund of $573.00. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS] O' A A","[11555, 19, 407, 7, 152, 148, 1292, 12, 4, 2619, 278, 3, 20, 795, 2, 6, 148, 13, 9, 227, 2, 595, 4, 541, 13, 7, 148, 8, 251, 511, 558, 23, 576, 22, 244, 664, 184, 53, 228, 2, 557, 639, 211, 640, 593, 1150, 22, 49, 171, 55, 252, 4, 106, 1425, 4, 106, 2, 441, 4, 39, 23, 182, 4, 39, 8, 105, 14, 9, 4, 241, 179, 199, 3, 12, 7, 865, 663, 144, 220, 6, 6]"
Your Phone has been comprimised! CLICK LINK BELOW TO REMOVE ? pbizzz.com/J44rCi,"[7, 111, 43, 50, 4893, 124, 39, 283, 2, 823, 4894]"
"A deduction of $714.02 was made from your account? Not you, click cesbc.us/ to cancel.","[6, 11556, 13, 60, 382, 41, 7, 47, 30, 3, 124, 11557, 2, 772]"
IRS_Statement_ID1G8J62KOZ.pdf PDF Document   224 KB,"[11558, 1149, 1080, 820]"
Your Phone has been comprimised! ( CLICK LINK BELOW TO REMOVE (I pbizzz.com/J44rCi,"[7, 111, 43, 50, 4893, 124, 39, 283, 2, 823, 5, 4894]"
"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS] O*","[144, 3, 29, 127, 6, 152, 148, 13, 33, 131, 240, 14, 67, 2, 123, 184, 53, 9, 227, 2, 595, 4, 541, 13, 7, 148, 8, 251, 511, 558, 23, 576, 22, 244, 664, 184, 53, 228, 2, 557, 639, 211, 640, 593, 1150, 22, 49, 171, 55, 252, 4, 106, 1425, 4, 106, 2, 441, 4, 39, 23, 182, 4, 39, 8, 105, 14, 9, 4, 241, 179, 199, 3, 12, 7, 865, 663, 144, 220]"
"1 [I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS]","[144, 3, 29, 127, 6, 152, 148, 13, 33, 131, 240, 14, 67, 2, 123, 184, 53, 9, 227, 2, 595, 4, 541, 13, 7, 148, 8, 251, 511, 558, 23, 576, 22, 244, 664, 184, 53, 228, 2, 557, 639, 211, 640, 593, 1150, 22, 49, 171, 55, 252, 4, 106, 1425, 4, 106, 2, 441, 4, 39, 23, 182, 4, 39, 8, 105, 14, 9, 4, 241, 179, 199, 3, 12, 7, 865, 663, 144]"
"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. ","[144, 3, 29, 127, 6, 152, 148, 13, 33, 131, 240, 14, 67, 2, 123, 184, 53, 9, 227, 2, 595, 4, 541, 13, 7, 148, 8, 251, 511, 558, 23, 576, 22, 244, 664, 184, 53, 228, 2, 557, 639, 211, 640, 593]"
"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS] ","[144, 3, 29, 127, 6, 152, 148, 13, 33, 131, 240, 14, 67, 2, 123, 184, 53, 22, 114, 7, 53, 9, 4, 39, 1151, 9, 227, 2, 595, 4, 541, 13, 7, 148, 8, 251, 511, 558, 23, 576, 22, 244, 664, 184, 53, 228, 2, 557, 639, 211, 640, 593, 199, 3, 12, 7, 865, 663, 144]"
"[I.R.S] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the iMessage","[144, 3, 29, 127, 6, 152, 148, 13, 33, 131, 240, 14, 67, 2, 123, 184, 53, 9, 227, 2, 595, 4, 541, 13, 7, 148, 8, 251, 511, 558, 23, 576, 22, 244, 664, 184, 53, 228, 2, 557, 639, 211, 640, 593, 1150, 22, 49, 171, 55, 252, 4, 106, 1425, 4, 1711]"
(213) 671-8751 Here is an opportunity for you to benefit from extra unemployment insurance funds relief bonus set up by federal Government with a sum of $2400 every week as Taxes Refund Benefit Programe for every citizen Act Plan. Apply here: (https://forms.office.com/r/Oc71GAVPIJ) 10:26 PM,"[79, 10, 98, 1611, 12, 3, 2, 4895, 41, 786, 1927, 1141, 1422, 4840, 457, 679, 46, 70, 1929, 2418, 27, 6, 1124, 13, 193, 126, 63, 3568, 148, 4895, 11559, 12, 193, 1831, 2387, 403, 272, 79, 11560, 264]"
"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.)","[144, 3, 29, 127, 6, 152, 148, 13, 33, 131, 240, 14, 67, 2, 123, 184, 53, 9, 227, 2, 595, 4, 541, 13, 7, 148, 8, 251, 511, 558, 23, 576, 22, 244, 664, 184, 53, 228, 2, 557, 639, 211, 640, 593, 1150, 22, 49, 171, 55, 252, 4, 106, 1425, 4, 106, 2, 441, 4, 39, 23, 182, 4, 39, 8, 105, 14, 9, 4, 241, 179]"
"? THE US TREASURY DEPARTMENT sent you a new message Inbox The United States Treasury Department IN charge of American Rescue plan is offering up to $2,200 every week for all American Workers and Family. Apply here: https://americfamilyassist.com","[4, 125, 3322, 1644, 216, 3, 6, 85, 106, 1930, 4, 1837, 2205, 3322, 1644, 9, 556, 13, 394, 11561, 403, 10, 4378, 46, 2, 193, 126, 12, 57, 394, 4818, 8, 759, 272, 79, 11562]"
"< [I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS]","[144, 3, 29, 127, 6, 152, 148, 13, 33, 131, 240, 14, 67, 2, 123, 184, 53, 22, 114, 7, 53, 9, 4, 39, 1151, 9, 227, 2, 595, 4, 541, 13, 7, 148, 8, 251, 511, 558, 23, 576, 22, 244, 664, 184, 53, 228, 2, 557, 639, 211, 640, 593, 199, 3, 12, 7, 865, 663, 144]"
"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS] ","[144, 3, 29, 127, 6, 152, 148, 13, 33, 131, 240, 14, 67, 2, 123, 184, 53, 22, 114, 7, 53, 9, 4, 39, 1151, 9, 227, 2, 595, 4, 541, 13, 7, 148, 8, 251, 511, 558, 23, 576, 22, 244, 664, 184, 53, 228, 2, 557, 639, 211, 640, 593, 199, 3, 12, 7, 865, 663, 144]"
"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline:","[144, 3, 29, 127, 6, 152, 148, 13, 33, 131, 240, 14, 67, 2, 123, 184, 53, 22, 114, 7, 53, 9, 4, 39, 1151, 9, 227, 2, 595, 4, 541, 13, 7, 148, 8, 251, 511, 558, 23, 576, 22, 244, 664, 184, 53, 228, 2, 557, 639, 211, 640]"
